video_id,comment
__kGJZ-kPno,Hay qua di
__kGJZ-kPno,Mình coi phiên bản tiếng anh của AlexD tò mò quá coi bản Việt gốc
__kGJZ-kPno,❤
__kGJZ-kPno,Mặt dù là cần Jackson nhưng vẫn qua cày view
__kGJZ-kPno,Hay quá em ơi
__kGJZ-kPno,3/3/2020 🙆‍♂️
__kGJZ-kPno,add kênh qua lại cho nhau đi mọi ngừoi
__kGJZ-kPno,"Hơn Cả Yêu  ❤
Cao hơn cả núi 🏔 Núi này cao có núi khác cao hơn nên tình yêu đó khôq biết nói như thế nào
Dài hơn cả sông : Sông khôq bao giờ có Điểm kết thúc nên Tình yêu dài hơn cả sông dài tới nổi khôq biết đến bao giờ HẾT
Rộng hơn cả đất: đất nó khôq bao giờ hết và khôq ở đâu khôq có đất tình yêu nó luôn ở bên emmm
Xanh hơn cả trời: trời có lúc xanh đậm có lúc Xanh nhạt nhưng nó vẫn màu xanh thì lúc ta cải vả nhưng chúng ta vẫn yêu nhau❤"
__kGJZ-kPno,"Ngày nào em cũng nghe để hiểu nhiều hơn -Hơn cả yêu là gì? 
Em nghĩ hơn cả yêu là Tình yêu mà cùng nhau đi hết quãng đường cùng nhau chia sẻ vui buồn ,ngọt bùi Và mãi mãi hạnh phúc cho đi và khôq cần nhận lại chỉ cần Hiểu nhau lắng nghe suy nghĩ ..vv Kkk em nghĩ v á không biết đúng khôq"
__kGJZ-kPno,Mình không thích bài này đâu nhưng muốn CẢM ƠN đức phúc rất nhiều vì đang làm đẹp cho hình ảnh của cộng động LGBT để m.n hiểu rằng tình yêu đồng giới là một điều gì đó bình thg... CẢM ƠN ĐỨC PHÚC
__kGJZ-kPno,"Nhạc hay,  MV  đẹp ý nghĩa"
__kGJZ-kPno,Giống Put It All On Me nhỉ
__kGJZ-kPno,"Cảm giác trong em bây giờ
Có lẽ hơn cả yêu"
__kGJZ-kPno,đoạn cuối là tuyệt nhất <3
__kGJZ-kPno,Ôi.  Cảm động quá đi 😰😰😭😭😭
__kGJZ-kPno,Long và Tuyết Mai đã bên nhau được 1 năm và chuẩn bị kết hôn
__kGJZ-kPno,Nghe đi nghe lại. Nhưng vẫn 1 cảm xúc. Cảm ơn em đã cho mọi ng nghe 1 bài hát ý nghĩa như vậy.  Đức Phúc
__kGJZ-kPno,"Bài hit này quá đỉnh, hát đám cưới thì hết bài rồi 😁"
__kGJZ-kPno,"Để cuối cùng là "" Đức Phúc FA""🤣"
__kGJZ-kPno,Xin chúc mừng anh phục đã ra mv mới cho thế giới xem
__kGJZ-kPno,MV dễ thương quá à
__kGJZ-kPno,Hay  quá
__kGJZ-kPno,Cảm ơn bn
__kGJZ-kPno,có cả đồng tính lun ^^
__kGJZ-kPno,Nghe phúc hát như kiểu mồm bị dính dính ý(kiểu khó nuốt nc bọt)
__kGJZ-kPno,Em yêu anh 😘
__kGJZ-kPno,Bài hát hay...chúc anh Đức Phúc sẽ ra nhiu hơn bài nữa😍😍😍😍😘😗
__kGJZ-kPno,Hat ko cho FA nghe la khoc vi ko Co ban đai 😭
__kGJZ-kPno,"thực sự rưng rưng khi nhớ lại ngày đầu chúng mk gặp nhau và giờ đây chúng mk có 2 thiên thần nhỏ bé , tuyệt vời, cảm ơn Phúc vì bài hát quá hay !!!!"
__kGJZ-kPno,Anh hơi hô
__kGJZ-kPno,Bài này hay ghê
__kGJZ-kPno,:))) ngưỡng mộ!!!
__kGJZ-kPno,"Sừng của bạn dài bao nhiêu m 
Cao hơn cả nui
Dài hơn sông
Rộng hơn cả đất
Xanh hơn cả trời"
__kGJZ-kPno,"gặp cậu, cậu làm tôi rung động, rồi bỏ đi và cậu có người mới..."
__kGJZ-kPno,"anh yêu em , Thư !"
__kGJZ-kPno,Cày lên top 1 đi mọi người ai đông ý cho mình 1👍🏻
__kGJZ-kPno,Nói thật bài hát hay mà giọng ca của anh này quá tệ.
__kGJZ-kPno,mình thích nhất ở 2:44
__kGJZ-kPno,BÀI HÁT QUỐC DÂN ĐÁM CƯỚI. ♥️
__kGJZ-kPno,3:07 máu hủ tao nổi lên😆😆
__kGJZ-kPno,"Ai thấy hay 
Mình thì rất thích 
👇🏻👇🏻👇🏻"
__kGJZ-kPno,::v
__kGJZ-kPno,Một bài hát hay và ý nghĩa. Cảm động phát khóc luôn. Huhu
__kGJZ-kPno,Xin inf cặp Quang Minh Đức Sang 😁😁
__kGJZ-kPno,Hay nhất đoạn giữa nè
__kGJZ-kPno,"Yêu cô ấy rất nhiều nhưng mà cô ấy không nhận ra tình của mình 😭bởi vì cô ấy đã yêu 1 người khác.nhưng mình vẫn luôn chờ đợi cô ấy...(em yêu ai không quan trọng. Quan trọng là em phải thật hạnh phúc, chàng trai yêu được cô ấy thật là may mắn..cô ấy tốt lắm đấy) ...chúc em hạnh phúc....😐"
__kGJZ-kPno,1:03 là ai vậy
__kGJZ-kPno,thật sự rất xúc động T_T vừa vui vừa khóc
__kGJZ-kPno,"Hơn cả Yêu là Thương. Yêu là cảm xúc nhất thời,  chỉ có Thương nhau thì mới ở lại bên nhau, cùng nhau chia sẻ ngọt bùi..."
__kGJZ-kPno,Bê đê ah
__kGJZ-kPno,1:12 bài tậo pòng cô dô la:)((((£
__kGJZ-kPno,1:09
__kGJZ-kPno,3:00-3:20 đam mỹ kìa
__kGJZ-kPno,Nhạc hay quA
__kGJZ-kPno,Hot hit thực sự
__kGJZ-kPno,Phê tụt lõi
__kGJZ-kPno,Thuộc lòng
__kGJZ-kPno,Vẫn hay
__kGJZ-kPno,"Hơn cả yêu với mình là ""bố - mẹ - chồng - con"""
__kGJZ-kPno,4:08 gãy thật sự
__kGJZ-kPno,hay quá đi
__kGJZ-kPno,"Ngày trước nếu nói về hơn cả yêu với mình thì đó là một bạn nam cùng lớp, nhưng giờ mọi thứ quan trọng nhất với mình là gia đình, sự yêu thương đó cao hơn cả núi dài hơn cả sông ❤ nhưng mà mình vẫn hy vọng có thể yêu hơn cả yêu với 1 ai đó khác ngoài gia đình nữa"
__kGJZ-kPno,Hay quá
__kGJZ-kPno,"nỗi cô đơn khi ở nhật ; 
cao hơn cả núi
dài hơn cả sông 
rộng hơn cả đất 
xanh hơn cả trời!"
__kGJZ-kPno,Có cặp Cris với Mai Quỳnh Anh nữa đỉnh
__kGJZ-kPno,"Lúc trước ghét Đức Phức vl





Nghe riết thích ổng luôn kkkkkkk"
__kGJZ-kPno,Lần đâu coi mv của phúc và khóc
__kGJZ-kPno,4;54 kk bà Hòa lầy cực kk
__kGJZ-kPno,"Tại sao vẫn có 13N người không yt ạ...
Movie rất tuyệt^^"
__kGJZ-kPno,Thích đoạn điệp khúc thứ 2 : tình yêu trong anh vẫn luôn thầm lặng nhưng ko có nghĩa ko rộng lớn 😊😊
__kGJZ-kPno,Hay quá 👌👌👌👌
__kGJZ-kPno,Chào
__kGJZ-kPno,Mv hoi giong Put it all on me cua Ed Sheeran nhung k sao. bai hat rat y nghia va hay. toi day dam cuoi a zai chac chan minh se hat bai nay
__kGJZ-kPno,Kết hôn cũng đc 5 năm rồi. Mọi cảm xúc đều có. Khóc cũng nhiều cười cũg nhiều. Chỉ muốn cùng anh đi hết quãng đg đời. Yêu chồng nhiều lắm.
__kGJZ-kPno,Nghe bài này nhớ bố mẹ 😪😪 tình yêu thầm nặng của đấng sinh thành
__kGJZ-kPno,"Tình yêu trong anh vẫn luôn thầm lặng , nhưng không có nghĩa k rộng lớn ☺️☺️ em nhé"
__kGJZ-kPno,Nghe hoài nghiện luôn rồi
__kGJZ-kPno,"Mv hay,ý nghĩa"
__kGJZ-kPno,MV rất cảm động
__kGJZ-kPno,Sem mà rơi nc mắt 😭😭 😭
__kGJZ-kPno,3:06  hai thằng đàn ông hôn nhau à
__kGJZ-kPno,hay vl
__kGJZ-kPno,.
__kGJZ-kPno,".
.
.."
__kGJZ-kPno,Hay gì đâu luôn. Nghe thấm giữ
__kGJZ-kPno,MV cảm xúc
__kGJZ-kPno,"Nc của ĐỨC PHÚC nội dung cũng như hình ảnh lun chất mn ạh, đb là dàn khách mời trong tất cả Mv từ trc giờ, toàn người mà cta thích thôi fk mn??? 😉😉😉"
__kGJZ-kPno,tuyệt vời ! chỉ biết nói như thế ! tình yêu có thể làm thay đổi tất cả I love Đức phúc
__kGJZ-kPno,"Bài hát hay quá,rất phù hợp với đám cưới."
__kGJZ-kPno,Nghe hay quá mik khóc luôn
__kGJZ-kPno,Hay quasss
__kGJZ-kPno,Hay thật tuyệt vời Phúc ơi!
__kGJZ-kPno,.
__kGJZ-kPno,Mấy cặp mỹ nam trong mv làm mát mắt chúng hủ quá!😍
__kGJZ-kPno,Hay thế này mà vẫn có dislike nhỉ 😵
__kGJZ-kPno,"Nhạc hay quá! Tui muốn khóc! T T 
Giọng Đức Phúc truyền cảm dễ sợ, thấu tận tâm can!"
__kGJZ-kPno,Hay Lắm👍👍👍
__kGJZ-kPno,Idol Anh Đức Phúc
__kGJZ-kPno,xem bát men là yêu ngay
__kGJZ-kPno,Mọi người bật chế độ 1.25x rồi cho quay lại cho 1 like nhe
__kGJZ-kPno,"Gọng kính của Erik :)))
Ai phát hiện ra cái dòng này hông 🙂"
__kGJZ-kPno,"thích giọng anh đức phúc ghê á, nghe mãi k chán <3"
__kGJZ-kPno,Hay qua
__kGJZ-kPno,Mong rằng những ai xem MV này sẽ yêu đời nhiều nhiều hơn nữa
__kGJZ-kPno,mik cũng yêu có ny khi chs ff  cách mik ở Thái Bình và ny ở Hà Nội cũng khá xa nhưng ngày nào cũng nhắn tin cho nhau mik cũng đã gửi bài này cho cô ấy nghe cũng khá là hay😄
__kGJZ-kPno,2 a be de
__kGJZ-kPno,Có cả những cặp LGBT lun cà tr thương ghê ch
__kGJZ-kPno,Bài này đáng yêu cực🥰
__kGJZ-kPno,Hơn cả yêu nữa á???
__kGJZ-kPno,có ai nghe mà khóc k ?
__kGJZ-kPno,Anh yêu em biết mấy mà em nở làm vậy với anh
__kGJZ-kPno,cảm xúc..!!
__kGJZ-kPno,"8 nam đi tu
Mong sao qoay lai 
Đk 50like"
__kGJZ-kPno,"gđ chị hòa cute quá, chị hoàng oanh cũng vậy"
__kGJZ-kPno,Hơn cả yêu video hay. Ae cùng phát triền nào
__kGJZ-kPno,5:16 ơ anh thắng
__kGJZ-kPno,Duc phuc hat qua hay
__kGJZ-kPno,xem cảm động-nghe đi vào lòng. cảm ơn Đức Phúc về bài hát vô cùng ý nghĩa này...
__kGJZ-kPno,Ha
__kGJZ-kPno,Tuyệt vời❤️
__kGJZ-kPno,Rất hay rất ý nghĩa
__kGJZ-kPno,K có beat chuẩn ức chế thiệc
__kGJZ-kPno,Hay quá Phúc ơi...!!!
__kGJZ-kPno,Bài hát buồn ghê nhưng hay
__kGJZ-kPno,"🔥🔥🔥 
 📈📈📈📈📈📈📈📈📈📈📈📈 trending 📈📈📈📈📈📈📈📈📈📈📈📈📈📈 
 1:49 💚🖤🔥💃 
  👇👇"
__kGJZ-kPno,Omg i love his voice♡ i'm new here and i am from Ecuador
__kGJZ-kPno,Đức phúc hát rất hay
__kGJZ-kPno,Hay quá Phúc ơi
__kGJZ-kPno,4:54 ohhhhhhhhhhhhhhhhh chi Hòaaaaaaaa
__kGJZ-kPno,mùng 8-3. lần thứ 2 đón cô ấy vào sài gòn sau 2 năm công tác trong Nam. khi nghe bài hát này của ĐP làm tôi thật sự xúc động. <3
__kGJZ-kPno,"Thật sự với mình, cảm động nhất là hình ảnh gia đình cô chú Minh Lý-Hoàng Anh"
__kGJZ-kPno,Hơn cả yêu => chia tay
__kGJZ-kPno,Cặp nam - nam đẹp đôi
__kGJZ-kPno,Tối 1.3.2020 == 35M
__kGJZ-kPno,Ai xem đến đoạn cô kia xem điện thoại thấy anh kia về chạy ra ôm bật khóc giơ tay
__kGJZ-kPno,"Đây là tôi khi thấy được tình yêu thương của mẹ cho tôi:
Cao hơn cả núi
Dài hơn cả sông
Rộng hơn cả đất
Xanh hơn cả trời"
__kGJZ-kPno,"Có lẽ e yêu a hơn những gì e nghĩ.... Chia tay rồi,  e mới biết..."
__kGJZ-kPno,Bài này hai ak
__kGJZ-kPno,Một MV hàm chứa biết bao ý nghĩa sâu xa trong đó. Xem xong mà cảm động vô cùng. Cảm ơn Đức Phúc nhé
__kGJZ-kPno,Thích nhất cảnh hai anh chàng .......hí hí...
__kGJZ-kPno,"10 mấy gần 20 năm sống trên đời chưa 1 mối tình vắt vai, coi mv này ko biết là đang cảm động hay đang tủi thân mà khóc nữa 😂😂"
__kGJZ-kPno,"Cảm xúc thật sự
Giọng anh có độ rung rất đặc biêt❤❤"
__kGJZ-kPno,Đừng cắm sừng nhau nhá các ông các bà :D
__kGJZ-kPno,Xem video đoạn 2 đứa con cô Lý xuất hiện mình đã  nghĩ sao cô ấy lại diễn cảnh bất ngờ đật như vậy. Xem BTS mới biết đó là bất ngờ và HP thực sự. Cảm ơn DP. Lần đầu tôi xem 1 video ca  nhạc mà tôi đã khóc vì  Hp của người khác. Chúc em luôn mạnh khỏe thành công và ra nhiều sản phẩm âm nhạc chất lượng nữa nhé.
__kGJZ-kPno,thích nhất gặp đam ❤❤❤🙆
__kGJZ-kPno,Da qua
__kGJZ-kPno,Hay quá anh Phúc ơi
__kGJZ-kPno,40M thẳng tiến
__kGJZ-kPno,Số người nghe chán bài này rồi 🙋🙌
__kGJZ-kPno,Tiến ngáo đá
__kGJZ-kPno,quá hay và ý nghĩaaaaaaaaaaa
__kGJZ-kPno,"Chắc lần đầu tiên tớ xem 1 MV mà khóc, hay lắm Đức Phúc ơi"
__kGJZ-kPno,Hay lắm e
__kGJZ-kPno,5:17 vcl gey à
__kGJZ-kPno,Rất ít bl trên yt nhưg phải ns MV đẹp
__kGJZ-kPno,"Em hay hỏi anh
Rằng anh yêu em nhiều không?
Anh không biết phải nói thế nào
Để đúng với cảm xúc trong anh
Khi anh nhìn em
Là anh thấy cuộc đời em
Là quá khứ và cả tương lai
Là hiện tại không bao giờ phai

Tình yêu trong anh vẫn luôn thầm lặng
Nhưng không có nghĩa không rộng lớn
Chỉ là anh đôi khi khó nói nên lời
Mong em hãy cảm nhận thôi
Cao hơn cả núi dài hơn cả sông
Rộng hơn cả đất xanh hơn cả trời
Anh yêu em anh yêu em nhiều thế thôi

Vượt qua ngọn gió vượt qua đại dương
Vượt qua cả những áng mây thiên đường
Dẫu có nói bao nhiêu
Cảm giác trong anh bây giờ có lẽ hơn cả yêu

[ Đoạn 2 ] Lời 2 của bài hát
Anh vẫn còn nhớ lần đầu tiên ta gặp nhau
Chẳng biết trước lần đó sẽ là
Lần cuối anh yêu một ai trên đời
Anh không còn mơ gặp và yêu ai được nữa
Giờ anh đã có em đây rồi
Cùng em đi hết quãng đường đời

Tình yêu trong anh vẫn luôn thầm lặng
Nhưng không có nghĩa không rộng lớn
Chỉ là anh đôi khi khó nói nên lời
Mong em hãy cảm nhận thôi
Cao hơn cả núi dài hơn cả sông
Rộng hơn cả đất xanh hơn cả trời
Anh yêu em anh yêu em nhiều thế thôi

Vượt qua ngọn gió vượt qua đại dương
Vượt qua cả áng mây thiên đường
Dẫu có nói bao nhiêu
Cảm giác trong anh bây giờ có lẽ hơn cả yêu

Cao hơn cả núi dài hơn cả sông
Rộng hơn cả đất xanh hơn cả trời
Anh yêu em anh yêu em nhiều thế thôi
Vượt qua ngọn gió vượt qua đại dương
Vượt qua cả áng mây thiên đường
Dẫu có nói bao nhiêu
Cảm giác trong anh bây giờ có lẽ hơn cả yêu"
__kGJZ-kPno,Cu em chuyên hát nhạc đám cưới
__kGJZ-kPno,Phải chi ĐP ra bài này trước 5 tháng là đc rồi. Đám cưới mình phải hát bài ANCA.  Biết ông ra bài này tui dời đám cưới lại 5 tháng rồi 🤣🤣🤣🤣
__kGJZ-kPno,Bố mày
__kGJZ-kPno,Ây. Có chú Hoài Anh của mình nè 😍
__kGJZ-kPno,Hay quá nek
__kGJZ-kPno,*hơn cả Yêu Đức Phúc ❤*
__kGJZ-kPno,Clip hay & cảm động nhất của Đức Phúc
__kGJZ-kPno,Hay wa anh Phuc uiii <3
__kGJZ-kPno,Ước gì học bù lại luôn cả hè.
__kGJZ-kPno,ngôi nhà trong MV hình như là đã xuất hiện trong phim NĐCTTTRX phần 2 phải ko
__kGJZ-kPno,Chưa có người yêu mà nghe bài hát này vẫn cảm thấy hạnh phúc.
__kGJZ-kPno,mv hay quá đi
__kGJZ-kPno,"Em hay hỏi anh
Rằng anh yêu em nhiều không?
Anh không biết phải nói thế nào
Để đúng với cảm xúc trong anh
Khi anh nhìn em
Là anh thấy cuộc đời em
Là quá khứ và cả tương lai
Là hiện tại không bao giờ phai

Tình yêu trong anh vẫn luôn thầm lặng
Nhưng không có nghĩa không rộng lớn
Chỉ là anh đôi khi khó nói nên lời
Mong em hãy cảm nhận thôi
Cao hơn cả núi dài hơn cả sông
Rộng hơn cả đất xanh hơn cả trời
Anh yêu em anh yêu em nhiều thế thôi

Vượt qua ngọn gió vượt qua đại dương
Vượt qua cả áng mây thiên đường
Dẫu có nói bao nhiêu
Cảm giác trong anh bây giờ có lẽ hơn cả yêu

[ Đoạn 2 ] Lời 2 của bài hát
Anh vẫn còn nhớ lần đầu tiên ta gặp nhau
Chẳng biết trước lần đó sẽ là
Lần cuối anh yêu một ai trên đời
Anh không còn mơ gặp và yêu ai được nữa
Giờ anh đã có em đây rồi
Cùng em đi hết quãng đường đời

Tình yêu trong anh vẫn luôn thầm lặng
Nhưng không có nghĩa không rộng lớn
Chỉ là anh đôi khi khó nói nên lời
Mong em hãy cảm nhận thôi
Cao hơn cả núi dài hơn cả sông
Rộng hơn cả đất xanh hơn cả trời
Anh yêu em anh yêu em nhiều thế thôi

Vượt qua ngọn gió vượt qua đại dương
Vượt qua cả áng mây thiên đường
Dẫu có nói bao nhiêu
Cảm giác trong anh bây giờ có lẽ hơn cả yêu

Cao hơn cả núi dài hơn cả sông
Rộng hơn cả đất xanh hơn cả trời
Anh yêu em anh yêu em nhiều thế thôi
Vượt qua ngọn gió vượt qua đại dương
Vượt qua cả áng mây thiên đường
Dẫu có nói bao nhiêu
Cảm giác trong anh bây giờ có lẽ hơn cả yêu"
__kGJZ-kPno,hay quá
__kGJZ-kPno,"Ad làm sub bị thiếu rồi, đoạn 4:17 phải thêm dòng chữ: ""Đức Phúc, đang ế"""
__kGJZ-kPno,Mùi đam thoảng
__kGJZ-kPno,*Bài này hay quá*
__kGJZ-kPno,nhìn cát tường và hồng hạnh đẹp đôi quá 😘😍
__kGJZ-kPno,thích nhất nhà chú Hồ Hoài Anh với anh chị Thắng Nhi
__kGJZ-kPno,Đức Phúc Chua Co nguoi yeu
__kGJZ-kPno,👍👍👍rất hay đề nghị các đồng chí cho một like
__kGJZ-kPno,Hình như vừa có ông thích trai lại ôm con gái à
__kGJZ-kPno,I'm addicted to this song. Love its meaning as well. 😍😍
__kGJZ-kPno,Nhạc rất là hay.xem đi xem lạ cả nghìn lần ko chán
__kGJZ-kPno,có đam
__kGJZ-kPno,"Muốn khóc luôn 
😢"
__kGJZ-kPno,"Thật sự cảm động, kỷ niệm cũ  lại ùa về. Cảm giác bị nghẹn cổ họng. Thật sự khó chịu nhưng không thể ngừng nghe được"
__kGJZ-kPno,MV hay quá nghe hoài không chán
__kGJZ-kPno,"Xúc động với anh,chị vận động viên. Hạnh phúc thật sự, không phải ai mơ cũng có được. Hay lắm Đức Phúc."
__kGJZ-kPno,Mình nghe bài này mãi k chán
__kGJZ-kPno,Hay wá Phúc ơi ❤❤
__kGJZ-kPno,chia tay cũng được 4 tháng r. giờ cô ấy cũng lấy chồng. kết thúc
__kGJZ-kPno,3:10 chỉ có con trai mới mang lại hp cho nhau
__kGJZ-kPno,ชอบมากเลยครับ55
__kGJZ-kPno,Có 1 đam .hehe dạo này thấy dam công khai thật mà chưa thấy bách
__kGJZ-kPno,"Xem xong muốn khóc luôn, đã từng có 1 mối tình sâu đậm và tan vỡ vì lý do ko yêu nữa😭"
__kGJZ-kPno,3:37 mấy đứa yêu xa đoạn này sẽ khóc :((
__kGJZ-kPno,Cùng em đi hết quãng đường đời
__kGJZ-kPno,Anh yêu em nhiều thế thôi
__kGJZ-kPno,Khắc Hưng sáng tác bài nay hay quá <3
__kGJZ-kPno,Nghe mãi k chán
__kGJZ-kPno,很感动很美好的歌曲，难怪会Top.1。希望不要搬运到抖音上毁了这首美好的曲子。
__kGJZ-kPno,"anh ơi, em được lấy beat này về cover và beat karaoke hạ tone đăng lên kênh của em được không ạ"
__kGJZ-kPno,100M nha mọi người
__kGJZ-kPno,Hay a oi
__kGJZ-kPno,Chúc mừng Đức Phúc....và đây là hit thứ 2 của ĐP được hát nhiều nhất tại các đám cưới.
__kGJZ-kPno,29.2 ( 34 M )
__kGJZ-kPno,Tình cảm của con người thật đẹp
__kGJZ-kPno,"Cao hơn cả núi dài hơn cả sông 
Rộng hơn cả đất xanh hơn cả trời"
__kGJZ-kPno,Video rất hay và ý nghĩa!
__kGJZ-kPno,"Ý tưởng giống trong video you are mine của Vũ Cát Tường. BH hay, chúc mừng P."
__kGJZ-kPno,❤❤ hay và đầy ý nghĩa
__kGJZ-kPno,"Họ từng là tia nắng soi sáng cho tôi mỗi lúc tôi chìm sâu trong bóng tối
Họ từng là động lực để cho tôi vượt qua tất cả
Họ đến với tôi một cách thật bất ngờ, rồi họ bỏ rơi tôi một cách lặng lẽ.
Một người con trai cho trai cho dù tốt đến mấy thì vẫn sẽ thua một đứa con trai có tiền có quyền lực
Sad.
-Minh Kupi"
__kGJZ-kPno,Den h van nghe . Bai hat rat y nghia
__kGJZ-kPno,za gọi e hỏi bjtt nói sao nữa nuakk..e xin lời tất Cả mọi người vi giờ mới hiểu..j hội bit mới đây thôi...xl nhiều
__kGJZ-kPno,"Thề là khúc chàng trai về cô gái chạy lại ôm t bật khóc luôn :((
Bạn trai t chưa bao giờ làm được :) nhiều khi t thấy t yêu nó chỉ việc cái mọt mồm :))"
__kGJZ-kPno,Bài này mong 1 năm sau sẽ đc hơn 100 triệu view 🥰🥰
__kGJZ-kPno,Quá hay chúc cho video đc triệu views và nhiều người xem
__kGJZ-kPno,Thấy nhạc giống bài lá cờ
__kGJZ-kPno,"3:32, cứ nghe tới là lại rưng rưng nước mắt. Mình cảm nhận được sự vĩ đại của tình yêu là như thế nào qua đoạn này. Cảm ơn anh Đức Phúc và anh Khắc Hưng đã cho ra 1 MV quá tuyệt vời!!"
__kGJZ-kPno,hay qua
__kGJZ-kPno,Thiếu Trấn Thành với Hariwon r
__kGJZ-kPno,Có gay à
__kGJZ-kPno,4:5 2 ac này dthw quá❤❤
__kGJZ-kPno,"Em hay hỏi anh 
Rằng anh yêu em nhiều không? 
Anh không biết phải nói thế nào 
Để đúng với cảm xúc trong lòng 
Khi anh nhìn em 
Là anh thấy cuộc đời anh 
Là quá khứ và cả tương lai 
Là hiện tại không bao giờ phai 

Tình yêu trong anh vẫn luôn thầm lặng 
Nhưng không có nghĩa không rộng lớn 
Chỉ là anh đôi khi khó nói nên lời 
Mong em hãy cảm nhận thôi 
Cao hơn cả núi, dài hơn cả sông 
Rộng hơn cả đất, xanh hơn cả trời 
Anh yêu em, anh yêu em nhiều thế thôi 
Vượt qua ngọn gió, vượt qua đại dương 
Vượt qua cả những áng mây thiên đường 
Dẫu có nói bao điều 
Cảm giác trong anh bây giờ có lẽ 
Hơn cả yêu 

Anh vẫn còn nhớ 
Lần đầu tiên ta gặp nhau 
Chẳng biết trước lần đó sẽ là 
Lần cuối anh yêu một ai trên đời 
Anh không còn mơ 
Gặp và yêu ai được nữa 
Giờ anh đã có em đây rồi 
Cùng em đi hết quãng đường đời 
Tình yêu trong anh vẫn luôn thầm lặng 
Nhưng không có nghĩa không rộng lớn 
Chỉ là anh đôi khi khó nói nên lời 
Mong em hãy cảm nhận thôi 
Cao hơn cả núi, dài hơn cả sông 
Rộng hơn cả đất, xanh hơn cả trời 
Anh yêu em, anh yêu em nhiều thế thôi 
Vượt qua ngọn gió, vượt qua đại dương 
Vượt qua cả những áng mây thiên đường 
Dẫu có nói bao điều 
Cảm giác trong anh bây giờ có lẽ 
Hơn cả yêu 

Cao hơn cả núi, dài hơn cả sông 
Rộng hơn cả đất, xanh hơn cả trời 
Anh yêu em, anh yêu em nhiều thế thôi 
Vượt qua ngọn gió, vượt qua đại dương 
Vượt qua cả những áng mây thiên đường 
Dẫu có nói bao điều 
Cảm giác trong anh bây giờ có lẽ 
Hơn cả yêu 

Cảm giác trong anh bây giờ có lẽ 
Hơn cả yêu

Dành cho bạn muốn hát theo ♥️"
__kGJZ-kPno,có gay kìa:v
__kGJZ-kPno,số người đã nghiện từ lần đầu nghe
__kGJZ-kPno,hay quá anh ơi
__kGJZ-kPno,Nhìn bài hát này muốn tìm ny ghê
__kGJZ-kPno,Cảm động quá đê! Nghe xonb ko bt bao lần mà vẫn ko kìm đc nước mắt huhu
__kGJZ-kPno,3:33
__kGJZ-kPno,"1 năm, 5 năm, 10 năm, 20 năm, kết thúc chỉ trong một khoảnh khắc mà thôi"
__kGJZ-kPno,Hay quá ạ ^^
__kGJZ-kPno,tui ba năm đây nè đéo mời tui đóng mả cha mi lên đức lozzz phức
__kGJZ-kPno,"Em cũng mong mình sớm biết cảm giác hơn cả yêu là gì....
huhu 18 nồi bánh chưng rồi hhuhu"
__kGJZ-kPno,"Bài này hợp với đám cưới nhất.
Cũng như bài Hãy Trao Cho Anh hợp với biểu diễn thời trang và đi du lịch, picnic nhất"
__kGJZ-kPno,Trên top lâu thiệt chứ❤
__kGJZ-kPno,"29/2 còn ai xem k
P/s : Mình mới bắt đầu làm YouTube mọi người qua ủng hộ nhaa :)))"
__kGJZ-kPno,Đến vì mấy cái meme
__kGJZ-kPno,Nước Mắt Tôi rơi lúc nào không hay 🙃
__kGJZ-kPno,Lâu rồi mới coi được một MV mà vừa khóc vừa cười. Cảm ơn anh vì bài hát tuyệt vời này. Cả giọng hát của anh nữa. Love u. ❤❤❤❤
__kGJZ-kPno,I love you
__kGJZ-kPno,"33TR lượt xem
👍734N LIKE         👎12N DISLIKE
1.08TRngười đăng kí   Đã Đăng KÝ"
__kGJZ-kPno,Du má do et
__kGJZ-kPno,Nghiện mất rồi
